HOG,align_pos,gene_name,gene_codon,genome_coords,poly_nucl,poly_aa
Tsi__HOG_1860,312,TSI_11313-RA,206,2_Tsi_b3v08_scaf005088_pos_27833;2_Tsi_b3v08_scaf005088_pos_27832;2_Tsi_b3v08_scaf005088_pos_27831,fixed,fixed
Tsi__HOG_1860,315,TSI_11313-RA,209,2_Tsi_b3v08_scaf005088_pos_27824;2_Tsi_b3v08_scaf005088_pos_27823;2_Tsi_b3v08_scaf005088_pos_27822,fixed,fixed
Tsi__HOG_1860,316,TSI_11313-RA,210,2_Tsi_b3v08_scaf005088_pos_27821;2_Tsi_b3v08_scaf005088_pos_27820;2_Tsi_b3v08_scaf005088_pos_27819,fixed,fixed
Tsi__HOG_1860,317,TSI_11313-RA,211,2_Tsi_b3v08_scaf005088_pos_27818;2_Tsi_b3v08_scaf005088_pos_27817;2_Tsi_b3v08_scaf005088_pos_27816,fixed,fixed
Tsi__HOG_1860,318,TSI_11313-RA,212,2_Tsi_b3v08_scaf005088_pos_27815;2_Tsi_b3v08_scaf005088_pos_27814;2_Tsi_b3v08_scaf005088_pos_27813,fixed,fixed
Tsi__HOG_1860,319,TSI_11313-RA,213,2_Tsi_b3v08_scaf005088_pos_27812;2_Tsi_b3v08_scaf005088_pos_27811;2_Tsi_b3v08_scaf005088_pos_27810,fixed,fixed
Tsi__HOG_1860,333,TSI_11313-RA,216,2_Tsi_b3v08_scaf005088_pos_27803;2_Tsi_b3v08_scaf005088_pos_27802;2_Tsi_b3v08_scaf005088_pos_27801,fixed,fixed
Tsi__HOG_1860,334,TSI_11313-RA,217,2_Tsi_b3v08_scaf005088_pos_27800;2_Tsi_b3v08_scaf005088_pos_27799;2_Tsi_b3v08_scaf005088_pos_27798,fixed,fixed
Tsi__HOG_1860,335,TSI_11313-RA,218,2_Tsi_b3v08_scaf005088_pos_27797;2_Tsi_b3v08_scaf005088_pos_27796;2_Tsi_b3v08_scaf005088_pos_27795,fixed,fixed
Tsi__HOG_1860,336,TSI_11313-RA,219,2_Tsi_b3v08_scaf005088_pos_27794;2_Tsi_b3v08_scaf005088_pos_27793;2_Tsi_b3v08_scaf005088_pos_27792,fixed,fixed
Tsi__HOG_1860,337,TSI_11313-RA,220,2_Tsi_b3v08_scaf005088_pos_27791;2_Tsi_b3v08_scaf005088_pos_27790;2_Tsi_b3v08_scaf005088_pos_27789,fixed,fixed
Tsi__HOG_1860,338,TSI_11313-RA,221,2_Tsi_b3v08_scaf005088_pos_27788;2_Tsi_b3v08_scaf005088_pos_27787;2_Tsi_b3v08_scaf005088_pos_27786,fixed,fixed
Tsi__HOG_1860,339,TSI_11313-RA,222,2_Tsi_b3v08_scaf005088_pos_27785;2_Tsi_b3v08_scaf005088_pos_27784;2_Tsi_b3v08_scaf005088_pos_27783,fixed,fixed
Tsi__HOG_1860,340,TSI_11313-RA,223,2_Tsi_b3v08_scaf005088_pos_27782;2_Tsi_b3v08_scaf005088_pos_27781;2_Tsi_b3v08_scaf005088_pos_27780,fixed,fixed
Tsi__HOG_1860,341,TSI_11313-RA,224,2_Tsi_b3v08_scaf005088_pos_27779;2_Tsi_b3v08_scaf005088_pos_27778;2_Tsi_b3v08_scaf005088_pos_27777,fixed,fixed
Tsi__HOG_19563,306,TSI_03176-RA,2,2_Tsi_b3v08_scaf000276_pos_300203;2_Tsi_b3v08_scaf000276_pos_300204;2_Tsi_b3v08_scaf000276_pos_300205,fixed,fixed
Tsi__HOG_19563,590,TSI_03176-RA,193,2_Tsi_b3v08_scaf000276_pos_324301;2_Tsi_b3v08_scaf000276_pos_333264;2_Tsi_b3v08_scaf000276_pos_333265,fixed,fixed
Tsi__HOG_19563,806,TSI_03176-RA,409,2_Tsi_b3v08_scaf000276_pos_344357;2_Tsi_b3v08_scaf000276_pos_344358;2_Tsi_b3v08_scaf000276_pos_344359,fixed,fixed
Tsi__HOG_19563,807,TSI_03176-RA,410,2_Tsi_b3v08_scaf000276_pos_344360;2_Tsi_b3v08_scaf000276_pos_344361;2_Tsi_b3v08_scaf000276_pos_344362,fixed,fixed
Tsi__HOG_19563,808,TSI_03176-RA,411,2_Tsi_b3v08_scaf000276_pos_344363;2_Tsi_b3v08_scaf000276_pos_344364;2_Tsi_b3v08_scaf000276_pos_344365,fixed,fixed
Tsi__HOG_19692,838,TSI_04617-RA,539,2_Tsi_b3v08_scaf004186_pos_54124;2_Tsi_b3v08_scaf004186_pos_54123;2_Tsi_b3v08_scaf004186_pos_54122,fixed,fixed
Tsi__HOG_19848,504,TSI_06604-RA,121,2_Tsi_b3v08_scaf002655_pos_43199;2_Tsi_b3v08_scaf002655_pos_43200;2_Tsi_b3v08_scaf002655_pos_43201,fixed,fixed
Tsi__HOG_19848,505,TSI_06604-RA,122,2_Tsi_b3v08_scaf002655_pos_43202;2_Tsi_b3v08_scaf002655_pos_43203;2_Tsi_b3v08_scaf002655_pos_43204,fixed,fixed
Tsi__HOG_19848,506,TSI_06604-RA,123,2_Tsi_b3v08_scaf002655_pos_43205;2_Tsi_b3v08_scaf002655_pos_43563;2_Tsi_b3v08_scaf002655_pos_43564,fixed,fixed
Tsi__HOG_19848,616,TSI_06604-RA,195,2_Tsi_b3v08_scaf002655_pos_43778;2_Tsi_b3v08_scaf002655_pos_43779;2_Tsi_b3v08_scaf002655_pos_43780,fixed,fixed
Tsi__HOG_20261,489,TSI_00186-RC,54,2_Tsi_b3v08_scaf000427_pos_29040;2_Tsi_b3v08_scaf000427_pos_29041;2_Tsi_b3v08_scaf000427_pos_29697,fixed,fixed
Tsi__HOG_21804,504,TSI_02142-RA,305,2_Tsi_b3v08_scaf001248_pos_15201;2_Tsi_b3v08_scaf001248_pos_15202;2_Tsi_b3v08_scaf001248_pos_15203,fixed,fixed
Tsi__HOG_21804,505,TSI_02142-RA,306,2_Tsi_b3v08_scaf001248_pos_15204;2_Tsi_b3v08_scaf001248_pos_15205;2_Tsi_b3v08_scaf001248_pos_15206,fixed,fixed
Tsi__HOG_21808,593,TSI_00980-RA,483,2_Tsi_b3v08_scaf001496_pos_119638;2_Tsi_b3v08_scaf001496_pos_119637;2_Tsi_b3v08_scaf001496_pos_119636,fixed,fixed
Tsi__HOG_2185,1,TSI_07767-RA,1,2_Tsi_b3v08_scaf005354_pos_45931;2_Tsi_b3v08_scaf005354_pos_45930;2_Tsi_b3v08_scaf005354_pos_45929,fixed,fixed
Tsi__HOG_2185,3,TSI_07767-RA,3,2_Tsi_b3v08_scaf005354_pos_45925;2_Tsi_b3v08_scaf005354_pos_33419;2_Tsi_b3v08_scaf005354_pos_33418,fixed,fixed
Tsi__HOG_21894,779,TSI_11315-RA,243,2_Tsi_b3v08_scaf005232_pos_8079;2_Tsi_b3v08_scaf005232_pos_8078;2_Tsi_b3v08_scaf005232_pos_8077,fixed,fixed
Tsi__HOG_22514,271,TSI_10304-RA,210,2_Tsi_b3v08_scaf011007_pos_5415;2_Tsi_b3v08_scaf011007_pos_5414;2_Tsi_b3v08_scaf011007_pos_5413,fixed,fixed
Tsi__HOG_22514,272,TSI_10304-RA,211,2_Tsi_b3v08_scaf011007_pos_5412;2_Tsi_b3v08_scaf011007_pos_5411;2_Tsi_b3v08_scaf011007_pos_5410,fixed,fixed
Tsi__HOG_22514,453,TSI_10304-RA,333,2_Tsi_b3v08_scaf011007_pos_4805;2_Tsi_b3v08_scaf011007_pos_4804;2_Tsi_b3v08_scaf011007_pos_4803,fixed,fixed
Tsi__HOG_22514,454,TSI_10304-RA,334,2_Tsi_b3v08_scaf011007_pos_4802;2_Tsi_b3v08_scaf011007_pos_4801;2_Tsi_b3v08_scaf011007_pos_4800,fixed,fixed
Tsi__HOG_22569,1343,TSI_00525-RA,1102,2_Tsi_b3v08_scaf001258_pos_107395;2_Tsi_b3v08_scaf001258_pos_107394;2_Tsi_b3v08_scaf001258_pos_107393,fixed,fixed
Tsi__HOG_22569,1346,TSI_00525-RA,1105,2_Tsi_b3v08_scaf001258_pos_107386;2_Tsi_b3v08_scaf001258_pos_107385;2_Tsi_b3v08_scaf001258_pos_107384,fixed,fixed
Tsi__HOG_22569,1347,TSI_00525-RA,1106,2_Tsi_b3v08_scaf001258_pos_107383;2_Tsi_b3v08_scaf001258_pos_107382;2_Tsi_b3v08_scaf001258_pos_107381,fixed,fixed
Tsi__HOG_22569,1348,TSI_00525-RA,1107,2_Tsi_b3v08_scaf001258_pos_107380;2_Tsi_b3v08_scaf001258_pos_107379;2_Tsi_b3v08_scaf001258_pos_107378,fixed,fixed
Tsi__HOG_22642,406,TSI_11387-RA,66,2_Tsi_b3v08_scaf023203_pos_365;2_Tsi_b3v08_scaf023203_pos_366;2_Tsi_b3v08_scaf023203_pos_367,fixed,fixed
Tsi__HOG_22642,413,TSI_11387-RA,73,2_Tsi_b3v08_scaf023203_pos_386;2_Tsi_b3v08_scaf023203_pos_387;2_Tsi_b3v08_scaf023203_pos_388,fixed,fixed
Tsi__HOG_22642,414,TSI_11387-RA,74,2_Tsi_b3v08_scaf023203_pos_389;2_Tsi_b3v08_scaf023203_pos_390;2_Tsi_b3v08_scaf023203_pos_391,fixed,fixed
Tsi__HOG_22642,765,TSI_11387-RA,234,2_Tsi_b3v08_scaf023203_pos_3063;2_Tsi_b3v08_scaf023203_pos_3064;2_Tsi_b3v08_scaf023203_pos_3065,fixed,fixed
Tsi__HOG_22642,769,TSI_11387-RA,238,2_Tsi_b3v08_scaf023203_pos_3075;2_Tsi_b3v08_scaf023203_pos_3076;2_Tsi_b3v08_scaf023203_pos_3077,fixed,fixed
Tsi__HOG_22642,773,TSI_11387-RA,242,2_Tsi_b3v08_scaf023203_pos_3087;2_Tsi_b3v08_scaf023203_pos_3088;2_Tsi_b3v08_scaf023203_pos_3089,fixed,fixed
Tsi__HOG_22899,57,TSI_01373-RA,2,2_Tsi_b3v08_scaf001351_pos_118253;2_Tsi_b3v08_scaf001351_pos_118252;2_Tsi_b3v08_scaf001351_pos_118251,fixed,fixed
Tsi__HOG_22899,110,TSI_01373-RA,55,2_Tsi_b3v08_scaf001351_pos_107023;2_Tsi_b3v08_scaf001351_pos_107022;2_Tsi_b3v08_scaf001351_pos_107021,fixed,fixed
Tsi__HOG_342,340,TSI_10423-RA,68,2_Tsi_b3v08_scaf007745_pos_6672;2_Tsi_b3v08_scaf007745_pos_6673;2_Tsi_b3v08_scaf007745_pos_6674,fixed,fixed
Tsi__HOG_342,374,TSI_10423-RA,102,2_Tsi_b3v08_scaf007745_pos_6774;2_Tsi_b3v08_scaf007745_pos_6775;2_Tsi_b3v08_scaf007745_pos_6776,fixed,fixed
Tsi__HOG_342,375,TSI_10423-RA,103,2_Tsi_b3v08_scaf007745_pos_6777;2_Tsi_b3v08_scaf007745_pos_6778;2_Tsi_b3v08_scaf007745_pos_6779,fixed,fixed
Tsi__HOG_342,376,TSI_10423-RA,104,2_Tsi_b3v08_scaf007745_pos_6780;2_Tsi_b3v08_scaf007745_pos_6781;2_Tsi_b3v08_scaf007745_pos_6782,fixed,fixed
Tsi__HOG_342,377,TSI_10423-RA,105,2_Tsi_b3v08_scaf007745_pos_6783;2_Tsi_b3v08_scaf007745_pos_6784;2_Tsi_b3v08_scaf007745_pos_17938,fixed,fixed
Tsi__HOG_3443,578,TSI_09999-RA,133,2_Tsi_b3v08_scaf002012_pos_41045;2_Tsi_b3v08_scaf002012_pos_41046;2_Tsi_b3v08_scaf002012_pos_41047,fixed,fixed
Tsi__HOG_3443,579,TSI_09999-RA,134,2_Tsi_b3v08_scaf002012_pos_41048;2_Tsi_b3v08_scaf002012_pos_41049;2_Tsi_b3v08_scaf002012_pos_41050,fixed,fixed
Tsi__HOG_3443,581,TSI_09999-RA,136,2_Tsi_b3v08_scaf002012_pos_41054;2_Tsi_b3v08_scaf002012_pos_41055;2_Tsi_b3v08_scaf002012_pos_41056,fixed,fixed
Tsi__HOG_3443,582,TSI_09999-RA,137,2_Tsi_b3v08_scaf002012_pos_41057;2_Tsi_b3v08_scaf002012_pos_41058;2_Tsi_b3v08_scaf002012_pos_41059,fixed,fixed
Tsi__HOG_4245,1226,TSI_05910-RA,851,2_Tsi_b3v08_scaf000781_pos_118919;2_Tsi_b3v08_scaf000781_pos_118920;2_Tsi_b3v08_scaf000781_pos_118921,fixed,fixed
Tsi__HOG_4583,353,TSI_04512-RA,76,2_Tsi_b3v08_scaf001358_pos_133894;2_Tsi_b3v08_scaf001358_pos_133893;2_Tsi_b3v08_scaf001358_pos_133892,fixed,fixed
Tsi__HOG_4940,363,TSI_00165-RA,225,2_Tsi_b3v08_scaf000496_pos_33658;2_Tsi_b3v08_scaf000496_pos_33659;2_Tsi_b3v08_scaf000496_pos_33660,fixed,fixed
Tsi__HOG_4940,604,TSI_00165-RA,466,2_Tsi_b3v08_scaf000496_pos_38644;2_Tsi_b3v08_scaf000496_pos_38645;2_Tsi_b3v08_scaf000496_pos_38646,fixed,fixed
Tsi__HOG_4940,605,TSI_00165-RA,467,2_Tsi_b3v08_scaf000496_pos_38647;2_Tsi_b3v08_scaf000496_pos_38648;2_Tsi_b3v08_scaf000496_pos_38649,fixed,fixed
Tsi__HOG_6865,58,TSI_07600-RA,22,2_Tsi_b3v08_scaf000321_pos_141523;2_Tsi_b3v08_scaf000321_pos_141522;2_Tsi_b3v08_scaf000321_pos_141521,fixed,fixed
Tsi__HOG_6865,59,TSI_07600-RA,23,2_Tsi_b3v08_scaf000321_pos_141520;2_Tsi_b3v08_scaf000321_pos_141519;2_Tsi_b3v08_scaf000321_pos_141518,fixed,fixed
Tsi__HOG_9724,2320,TSI_00859-RA,1080,2_Tsi_b3v08_scaf001329_pos_118050;2_Tsi_b3v08_scaf001329_pos_118051;2_Tsi_b3v08_scaf001329_pos_118052,fixed,fixed
Tsi__HOG_9724,2321,TSI_00859-RA,1081,2_Tsi_b3v08_scaf001329_pos_118053;2_Tsi_b3v08_scaf001329_pos_118054;2_Tsi_b3v08_scaf001329_pos_118055,fixed,fixed
Tte__HOG_1147,898,TTE_04854-RA,153,4_Tte_b3v08_scaf005861_pos_1246;4_Tte_b3v08_scaf005861_pos_1247;4_Tte_b3v08_scaf005861_pos_1248,fixed,fixed
Tte__HOG_1147,899,TTE_04854-RA,154,4_Tte_b3v08_scaf005861_pos_1249;4_Tte_b3v08_scaf005861_pos_1250;4_Tte_b3v08_scaf005861_pos_1251,fixed,fixed
Tte__HOG_11747,883,TTE_11155-RA,790,4_Tte_b3v08_scaf001533_pos_117339;4_Tte_b3v08_scaf001533_pos_117340;4_Tte_b3v08_scaf001533_pos_117341,fixed,fixed
Tte__HOG_11747,884,TTE_11155-RA,791,4_Tte_b3v08_scaf001533_pos_117342;4_Tte_b3v08_scaf001533_pos_117343;4_Tte_b3v08_scaf001533_pos_117344,fixed,fixed
Tte__HOG_13697,291,TTE_11843-RA,224,4_Tte_b3v08_scaf011966_pos_1161;4_Tte_b3v08_scaf011966_pos_1162;4_Tte_b3v08_scaf011966_pos_1163,fixed,fixed
Tte__HOG_1440,1195,TTE_07001-RA,820,4_Tte_b3v08_scaf007201_pos_11460;4_Tte_b3v08_scaf007201_pos_11459;4_Tte_b3v08_scaf007201_pos_11458,fixed,fixed
Tte__HOG_1440,1196,TTE_07001-RA,821,4_Tte_b3v08_scaf007201_pos_11457;4_Tte_b3v08_scaf007201_pos_11456;4_Tte_b3v08_scaf007201_pos_11455,fixed,fixed
Tte__HOG_1440,1197,TTE_07001-RA,822,4_Tte_b3v08_scaf007201_pos_11454;4_Tte_b3v08_scaf007201_pos_11453;4_Tte_b3v08_scaf007201_pos_11452,fixed,fixed
Tte__HOG_1440,2181,TTE_07001-RA,1584,4_Tte_b3v08_scaf007201_pos_3106;4_Tte_b3v08_scaf007201_pos_3105;4_Tte_b3v08_scaf007201_pos_3104,fixed,fixed
Tte__HOG_16520,637,TTE_11865-RA,154,4_Tte_b3v08_scaf009290_pos_1751;4_Tte_b3v08_scaf009290_pos_1750;4_Tte_b3v08_scaf009290_pos_1749,fixed,fixed
Tte__HOG_16520,638,TTE_11865-RA,155,4_Tte_b3v08_scaf009290_pos_1748;4_Tte_b3v08_scaf009290_pos_1747;4_Tte_b3v08_scaf009290_pos_1746,fixed,fixed
Tte__HOG_16520,639,TTE_11865-RA,156,4_Tte_b3v08_scaf009290_pos_1745;4_Tte_b3v08_scaf009290_pos_1744;4_Tte_b3v08_scaf009290_pos_1743,fixed,fixed
Tte__HOG_16520,640,TTE_11865-RA,157,4_Tte_b3v08_scaf009290_pos_1742;4_Tte_b3v08_scaf009290_pos_1741;4_Tte_b3v08_scaf009290_pos_1740,fixed,fixed
Tte__HOG_16520,641,TTE_11865-RA,158,4_Tte_b3v08_scaf009290_pos_1739;4_Tte_b3v08_scaf009290_pos_1738;4_Tte_b3v08_scaf009290_pos_1737,fixed,fixed
Tte__HOG_16569,813,TTE_00819-RA,528,4_Tte_b3v08_scaf003009_pos_36274;4_Tte_b3v08_scaf003009_pos_36273;4_Tte_b3v08_scaf003009_pos_36272,fixed,fixed
Tte__HOG_17049,584,TTE_09641-RA,178,4_Tte_b3v08_scaf002903_pos_63215;4_Tte_b3v08_scaf002903_pos_63214;4_Tte_b3v08_scaf002903_pos_63213,fixed,fixed
Tte__HOG_17273,1870,TTE_05759-RA,912,4_Tte_b3v08_scaf002114_pos_100068;4_Tte_b3v08_scaf002114_pos_100067;4_Tte_b3v08_scaf002114_pos_100066,fixed,fixed
Tte__HOG_17273,1912,TTE_05759-RA,929,4_Tte_b3v08_scaf002114_pos_100017;4_Tte_b3v08_scaf002114_pos_100016;4_Tte_b3v08_scaf002114_pos_100015,fixed,fixed
Tte__HOG_17530,170,TTE_05657-RA,33,4_Tte_b3v08_scaf000264_pos_36192;4_Tte_b3v08_scaf000264_pos_36193;4_Tte_b3v08_scaf000264_pos_36194,fixed,fixed
Tte__HOG_17710,1014,TTE_05895-RA,6,4_Tte_b3v08_scaf004164_pos_38988;4_Tte_b3v08_scaf004164_pos_38989;4_Tte_b3v08_scaf004164_pos_38990,fixed,fixed
Tte__HOG_17746,718,TTE_08290-RA,519,4_Tte_b3v08_scaf004585_pos_22567;4_Tte_b3v08_scaf004585_pos_22566;4_Tte_b3v08_scaf004585_pos_22565,fixed,fixed
Tte__HOG_18057,268,TTE_10286-RB,22,4_Tte_b3v08_scaf000793_pos_193596;4_Tte_b3v08_scaf000793_pos_193595;4_Tte_b3v08_scaf000793_pos_193594,fixed,fixed
Tte__HOG_18232,1990,TTE_04845-RA,1761,4_Tte_b3v08_scaf001264_pos_38393;4_Tte_b3v08_scaf001264_pos_38392;4_Tte_b3v08_scaf001264_pos_38391,fixed,fixed
Tte__HOG_18232,1991,TTE_04845-RA,1762,4_Tte_b3v08_scaf001264_pos_38390;4_Tte_b3v08_scaf001264_pos_38389;4_Tte_b3v08_scaf001264_pos_38388,fixed,fixed
Tte__HOG_18468,266,TTE_00551-RA,266,4_Tte_b3v08_scaf000563_pos_58635;4_Tte_b3v08_scaf000563_pos_58634;4_Tte_b3v08_scaf000563_pos_58633,fixed,fixed
Tte__HOG_18468,287,TTE_00551-RA,287,4_Tte_b3v08_scaf000563_pos_58572;4_Tte_b3v08_scaf000563_pos_58571;4_Tte_b3v08_scaf000563_pos_58570,fixed,fixed
Tte__HOG_18468,288,TTE_00551-RA,288,4_Tte_b3v08_scaf000563_pos_58569;4_Tte_b3v08_scaf000563_pos_58568;4_Tte_b3v08_scaf000563_pos_58567,fixed,fixed
Tte__HOG_18468,434,TTE_00551-RA,376,4_Tte_b3v08_scaf000563_pos_54410;4_Tte_b3v08_scaf000563_pos_54409;4_Tte_b3v08_scaf000563_pos_54408,fixed,fixed
Tte__HOG_18524,261,TTE_07727-RA,92,4_Tte_b3v08_scaf003120_pos_14227;4_Tte_b3v08_scaf003120_pos_14228;4_Tte_b3v08_scaf003120_pos_14229,fixed,fixed
Tte__HOG_18524,275,TTE_07727-RA,106,4_Tte_b3v08_scaf003120_pos_14269;4_Tte_b3v08_scaf003120_pos_14270;4_Tte_b3v08_scaf003120_pos_14271,fixed,fixed
Tte__HOG_18593,295,TTE_09119-RA,121,4_Tte_b3v08_scaf001743_pos_139279;4_Tte_b3v08_scaf001743_pos_139278;4_Tte_b3v08_scaf001743_pos_139277,fixed,fixed
Tte__HOG_18593,509,TTE_09119-RA,292,4_Tte_b3v08_scaf001743_pos_135137;4_Tte_b3v08_scaf001743_pos_135136;4_Tte_b3v08_scaf001743_pos_135135,fixed,fixed
Tte__HOG_18593,510,TTE_09119-RA,293,4_Tte_b3v08_scaf001743_pos_135134;4_Tte_b3v08_scaf001743_pos_135133;4_Tte_b3v08_scaf001743_pos_135132,fixed,fixed
Tte__HOG_18593,511,TTE_09119-RA,294,4_Tte_b3v08_scaf001743_pos_135131;4_Tte_b3v08_scaf001743_pos_135130;4_Tte_b3v08_scaf001743_pos_135129,fixed,fixed
Tte__HOG_18593,513,TTE_09119-RA,296,4_Tte_b3v08_scaf001743_pos_135125;4_Tte_b3v08_scaf001743_pos_135124;4_Tte_b3v08_scaf001743_pos_135123,fixed,fixed
Tte__HOG_18593,515,TTE_09119-RA,298,4_Tte_b3v08_scaf001743_pos_135119;4_Tte_b3v08_scaf001743_pos_135118;4_Tte_b3v08_scaf001743_pos_135117,fixed,fixed
Tte__HOG_18593,516,TTE_09119-RA,299,4_Tte_b3v08_scaf001743_pos_135116;4_Tte_b3v08_scaf001743_pos_135115;4_Tte_b3v08_scaf001743_pos_135114,fixed,fixed
Tte__HOG_18593,517,TTE_09119-RA,300,4_Tte_b3v08_scaf001743_pos_135113;4_Tte_b3v08_scaf001743_pos_135112;4_Tte_b3v08_scaf001743_pos_135111,fixed,fixed
Tte__HOG_18593,518,TTE_09119-RA,301,4_Tte_b3v08_scaf001743_pos_135110;4_Tte_b3v08_scaf001743_pos_135109;4_Tte_b3v08_scaf001743_pos_135108,fixed,fixed
Tte__HOG_18593,519,TTE_09119-RA,302,4_Tte_b3v08_scaf001743_pos_135107;4_Tte_b3v08_scaf001743_pos_135106;4_Tte_b3v08_scaf001743_pos_135105,fixed,fixed
Tte__HOG_18593,520,TTE_09119-RA,303,4_Tte_b3v08_scaf001743_pos_135104;4_Tte_b3v08_scaf001743_pos_135103;4_Tte_b3v08_scaf001743_pos_135102,fixed,fixed
Tte__HOG_18593,521,TTE_09119-RA,304,4_Tte_b3v08_scaf001743_pos_135101;4_Tte_b3v08_scaf001743_pos_135100;4_Tte_b3v08_scaf001743_pos_135099,fixed,fixed
Tte__HOG_18593,522,TTE_09119-RA,305,4_Tte_b3v08_scaf001743_pos_135098;4_Tte_b3v08_scaf001743_pos_135097;4_Tte_b3v08_scaf001743_pos_135096,fixed,fixed
Tte__HOG_18593,523,TTE_09119-RA,306,4_Tte_b3v08_scaf001743_pos_135095;4_Tte_b3v08_scaf001743_pos_135094;4_Tte_b3v08_scaf001743_pos_135093,fixed,fixed
Tte__HOG_18593,524,TTE_09119-RA,307,4_Tte_b3v08_scaf001743_pos_135092;4_Tte_b3v08_scaf001743_pos_135091;4_Tte_b3v08_scaf001743_pos_135090,fixed,fixed
Tte__HOG_18593,525,TTE_09119-RA,308,4_Tte_b3v08_scaf001743_pos_135089;4_Tte_b3v08_scaf001743_pos_135088;4_Tte_b3v08_scaf001743_pos_135087,fixed,fixed
Tte__HOG_18593,526,TTE_09119-RA,309,4_Tte_b3v08_scaf001743_pos_135086;4_Tte_b3v08_scaf001743_pos_135085;4_Tte_b3v08_scaf001743_pos_132221,fixed,fixed
Tte__HOG_18966,284,TTE_03508-RA,14,4_Tte_b3v08_scaf001905_pos_122827;4_Tte_b3v08_scaf001905_pos_122826;4_Tte_b3v08_scaf001905_pos_122825,fixed,fixed
Tte__HOG_18966,560,TTE_03508-RA,290,4_Tte_b3v08_scaf001905_pos_121999;4_Tte_b3v08_scaf001905_pos_121998;4_Tte_b3v08_scaf001905_pos_121997,fixed,fixed
Tte__HOG_19341,969,TTE_00720-RA,702,4_Tte_b3v08_scaf001139_pos_107598;4_Tte_b3v08_scaf001139_pos_107599;4_Tte_b3v08_scaf001139_pos_107600,fixed,fixed
Tte__HOG_20203,523,TTE_09234-RA,287,4_Tte_b3v08_scaf006397_pos_23869;4_Tte_b3v08_scaf006397_pos_23870;4_Tte_b3v08_scaf006397_pos_23871,fixed,fixed
Tte__HOG_20203,524,TTE_09234-RA,288,4_Tte_b3v08_scaf006397_pos_23872;4_Tte_b3v08_scaf006397_pos_23873;4_Tte_b3v08_scaf006397_pos_23874,fixed,fixed
Tte__HOG_20367,334,TTE_00881-RA,178,4_Tte_b3v08_scaf001010_pos_202367;4_Tte_b3v08_scaf001010_pos_202368;4_Tte_b3v08_scaf001010_pos_202369,fixed,fixed
Tte__HOG_20367,335,TTE_00881-RA,179,4_Tte_b3v08_scaf001010_pos_202370;4_Tte_b3v08_scaf001010_pos_202371;4_Tte_b3v08_scaf001010_pos_202372,fixed,fixed
Tte__HOG_20367,336,TTE_00881-RA,180,4_Tte_b3v08_scaf001010_pos_202373;4_Tte_b3v08_scaf001010_pos_202374;4_Tte_b3v08_scaf001010_pos_206233,fixed,fixed
Tte__HOG_20857,438,TTE_06192-RA,254,4_Tte_b3v08_scaf002381_pos_57069;4_Tte_b3v08_scaf002381_pos_57068;4_Tte_b3v08_scaf002381_pos_57067,fixed,fixed
Tte__HOG_21224,1,TTE_08673-RA,1,4_Tte_b3v08_scaf001603_pos_159041;4_Tte_b3v08_scaf001603_pos_159040;4_Tte_b3v08_scaf001603_pos_159039,fixed,fixed
Tte__HOG_21224,127,TTE_08673-RA,2,4_Tte_b3v08_scaf001603_pos_159038;4_Tte_b3v08_scaf001603_pos_159037;4_Tte_b3v08_scaf001603_pos_159036,fixed,fixed
Tte__HOG_21224,129,TTE_08673-RA,4,4_Tte_b3v08_scaf001603_pos_159032;4_Tte_b3v08_scaf001603_pos_159031;4_Tte_b3v08_scaf001603_pos_159030,fixed,fixed
Tte__HOG_21224,131,TTE_08673-RA,6,4_Tte_b3v08_scaf001603_pos_159026;4_Tte_b3v08_scaf001603_pos_159025;4_Tte_b3v08_scaf001603_pos_159024,fixed,fixed
Tte__HOG_21373,1325,TTE_05224-RA,456,4_Tte_b3v08_scaf002742_pos_33333;4_Tte_b3v08_scaf002742_pos_33332;4_Tte_b3v08_scaf002742_pos_33331,fixed,fixed
Tte__HOG_21512,343,TTE_08419-RA,15,4_Tte_b3v08_scaf001219_pos_28537;4_Tte_b3v08_scaf001219_pos_28538;4_Tte_b3v08_scaf001219_pos_28539,fixed,fixed
Tte__HOG_21957,872,TTE_01648-RA,52,4_Tte_b3v08_scaf000110_pos_74539;4_Tte_b3v08_scaf000110_pos_74538;4_Tte_b3v08_scaf000110_pos_74537,fixed,fixed
Tte__HOG_21957,1322,TTE_01648-RA,315,4_Tte_b3v08_scaf000110_pos_37969;4_Tte_b3v08_scaf000110_pos_37968;4_Tte_b3v08_scaf000110_pos_37967,fixed,fixed
Tte__HOG_22315,163,TTE_08832-RA,3,4_Tte_b3v08_scaf004143_pos_53669;4_Tte_b3v08_scaf004143_pos_53670;4_Tte_b3v08_scaf004143_pos_53671,fixed,fixed
Tte__HOG_22549,521,TTE_04033-RA,244,4_Tte_b3v08_scaf002093_pos_72455;4_Tte_b3v08_scaf002093_pos_72454;4_Tte_b3v08_scaf002093_pos_72453,fixed,fixed
Tte__HOG_22549,522,TTE_04033-RA,245,4_Tte_b3v08_scaf002093_pos_72452;4_Tte_b3v08_scaf002093_pos_72451;4_Tte_b3v08_scaf002093_pos_72450,fixed,fixed
Tte__HOG_22549,524,TTE_04033-RA,247,4_Tte_b3v08_scaf002093_pos_72446;4_Tte_b3v08_scaf002093_pos_72445;4_Tte_b3v08_scaf002093_pos_72444,fixed,fixed
