# HOG = Hierarchical orthologous group; sequence name given if present as a one-to-one HOG in at least 3 sister sp pairs (else = NA)
# species codes = Tbi = T. bartmani, Tce = T. cristinae, Tps = T. poppensis, Tcm = T. californicum, Tpa = T. podura, Tte = T. tahoe, Tms = T. monikensis, Tdi = T. douglasi, Tsi = T. shepardi, and Tge = T. genevievae
HOG	Tbi	Tte	Tce	Tms	Tcm	Tsi	Tpa	Tge	Tps	Tdi
HOG_1733	TBI_00250-RA	TTE_05873-RA	TCE_00135-RA	TMS_00941-RA	NA	NA	TPA_04908-RA	TGE_01065-RA	TPS_01483-RA	TDI_02524-RA
HOG_20034	Tbi_TRINITY_DN61108_c0_g1::Tbi_TRINITY_DN61108_c0_g1_i1::g.17287::m.17287	TTE_03034-RA	NA	NA	TCM_04444-RA	TSI_02475-RA	TPA_16437-RA	TGE_07018-RA	Tps_TRINITY_DN84790_c0_g2::Tps_TRINITY_DN84790_c0_g2_i2::g.13024::m.13024	TDI_13617-RA
HOG_18501	TBI_05170-RA	Tte_TRINITY_DN28119_c0_g1::Tte_TRINITY_DN28119_c0_g1_i1::g.13609::m.13609	TCE_06045-RA	TMS_02619-RA	NA	NA	TPA_01446-RA	TGE_01940-RA	TPS_02999-RA	TDI_04278-RA
HOG_17072	TBI_06977-RA	TTE_08844-RA	TCE_05110-RA	TMS_02005-RA	TCM_08131-RA	TSI_05550-RB	NA	NA	TPS_04559-RA	TDI_07339-RA
HOG_18509	NA	NA	TCE_09018-RA	Tms_TRINITY_DN47595_c0_g1::Tms_TRINITY_DN47595_c0_g1_i1::g.17271::m.17271	TCM_04066-RA	Tsi_TRINITY_DN2713_c0_g1::Tsi_TRINITY_DN2713_c0_g1_i1::g.16274::m.16274	TPA_09183-RA	TGE_10674-RA	TPS_05127-RA	TDI_07966-RA
HOG_752	Tbi_TRINITY_DN60100_c0_g1::Tbi_TRINITY_DN60100_c0_g1_i3::g.16344::m.16344	Tte_TRINITY_DN3761_c0_g1::Tte_TRINITY_DN3761_c0_g1_i1::g.18124::m.18124	TCE_12824-RA	Tms_TRINITY_DN10087_c0_g1::Tms_TRINITY_DN10087_c0_g1_i1::g.15940::m.15940	NA	NA	Tpa_TRINITY_DN130838_c0_g3::Tpa_TRINITY_DN130838_c0_g3_i1::g.13112::m.13112	Tge_TRINITY_DN40906_c0_g1::Tge_TRINITY_DN40906_c0_g1_i2::g.13676::m.13676	Tps_TRINITY_DN74261_c0_g1::Tps_TRINITY_DN74261_c0_g1_i2::g.13878::m.13878	Tdi_TRINITY_DN11613_c0_g1::Tdi_TRINITY_DN11613_c0_g1_i1::g.14380::m.14380
HOG_16719	TBI_10695-RA	TTE_09201-RA	TCE_02154-RA	TMS_02865-RA	NA	NA	TPA_02392-RA	TGE_09065-RA	TPS_01312-RA	TDI_06076-RA
HOG_18329	TBI_03989-RA	TTE_03386-RA	TCE_07658-RA	TMS_02014-RA	TCM_03770-RA	TSI_03527-RA	NA	NA	TPS_03841-RA	TDI_03279-RA
HOG_3073	NA	NA	Tce_TRINITY_DN70134_c0_g1::Tce_TRINITY_DN70134_c0_g1_i1::g.24221::m.24221	Tms_TRINITY_DN68069_c0_g1::Tms_TRINITY_DN68069_c0_g1_i1::g.29178::m.29178	Tcm_TRINITY_DN1869_c0_g1::Tcm_TRINITY_DN1869_c0_g1_i1::g.22618::m.22618	Tsi_TRINITY_DN66977_c0_g1::Tsi_TRINITY_DN66977_c0_g1_i1::g.27635::m.27635	Tpa_TRINITY_DN107455_c0_g1::Tpa_TRINITY_DN107455_c0_g1_i1::g.24863::m.24863	Tge_TRINITY_DN954_c0_g1::Tge_TRINITY_DN954_c0_g1_i1::g.26625::m.26625	Tps_TRINITY_DN66545_c0_g1::Tps_TRINITY_DN66545_c0_g1_i1::g.21787::m.21787	Tdi_TRINITY_DN7724_c0_g1::Tdi_TRINITY_DN7724_c0_g1_i1::g.24718::m.24718
HOG_3075	TBI_13030-RA	TTE_11519-RA	TCE_13076-RA	TMS_09168-RA	TCM_14255-RA	TSI_12670-RA	NA	NA	TPS_15510-RA	TDI_13324-RA
HOG_1593	NA	NA	TCE_03758-RA	TMS_09848-RA	TCM_09998-RA	TSI_11081-RA	TPA_03445-RA	TGE_07666-RA	TPS_06775-RA	TDI_04727-RA
HOG_1592	Tbi_TRINITY_DN63588_c0_g1::Tbi_TRINITY_DN63588_c0_g1_i1::g.13590::m.13590	TTE_10072-RA	TCE_13177-RA	Tms_TRINITY_DN21562_c0_g1::Tms_TRINITY_DN21562_c0_g1_i1::g.15550::m.15550	TCM_08725-RA	TSI_09448-RA	NA	NA	TPS_11438-RA	TDI_11474-RA
HOG_18325	NA	NA	TCE_09459-RA	TMS_02761-RB	TCM_05899-RA	TSI_06436-RA	TPA_01599-RA	TGE_05529-RA	TPS_02770-RA	TDI_03210-RA
HOG_5345	TBI_07929-RA	TTE_06703-RA	TCE_08615-RA	Tms_TRINITY_DN24867_c0_g1::Tms_TRINITY_DN24867_c0_g1_i1::g.24724::m.24724	NA	NA	TPA_03134-RA	TGE_08035-RA	TPS_05673-RA	TDI_07557-RA
HOG_20324	Tbi_TRINITY_DN55255_c0_g1::Tbi_TRINITY_DN55255_c0_g1_i3::g.13581::m.13581	TTE_00749-RA	Tce_TRINITY_DN84198_c0_g1::Tce_TRINITY_DN84198_c0_g1_i1::g.13488::m.13488	Tms_TRINITY_DN23276_c0_g1::Tms_TRINITY_DN23276_c0_g1_i1::g.13100::m.13100	Tcm_TRINITY_DN66869_c0_g1::Tcm_TRINITY_DN66869_c0_g1_i2::g.12941::m.12941	Tsi_TRINITY_DN27376_c0_g1::Tsi_TRINITY_DN27376_c0_g1_i2::g.13275::m.13275	TPA_09231-RA	Tge_TRINITY_DN45707_c0_g1::Tge_TRINITY_DN45707_c0_g1_i4::g.13914::m.13914	NA	NA
HOG_17952	TBI_02936-RA	TTE_02148-RA	TCE_04133-RA	TMS_05065-RA	NA	NA	TPA_08523-RA	TGE_07478-RA	TPS_03031-RA	TDI_01145-RA
HOG_17957	TBI_01144-RA	TTE_00794-RA	TCE_00576-RA	TMS_02202-RA	NA	NA	TPA_06918-RA	TGE_03961-RA	TPS_00469-RA	TDI_00815-RA
HOG_17956	NA	NA	TCE_06121-RA	TMS_01364-RA	TCM_11574-RA	Tsi_TRINITY_DN19656_c0_g1::Tsi_TRINITY_DN19656_c0_g1_i1::g.11954::m.11954	TPA_06415-RA	TGE_05449-RA	TPS_07711-RA	TDI_10430-RA
HOG_7164	TBI_09865-RA	Tte_TRINITY_DN27341_c0_g1::Tte_TRINITY_DN27341_c0_g1_i2::g.25547::m.25547	TCE_07525-RA	TMS_05855-RA	TCM_07776-RA	TSI_06807-RA	NA	NA	TPS_05538-RA	TDI_03863-RA
HOG_23108	TBI_10156-RA	Tte_TRINITY_DN40809_c0_g1::Tte_TRINITY_DN40809_c0_g1_i1::g.18143::m.18143	TCE_12212-RA	TMS_10880-RA	TCM_10729-RA	TSI_06652-RA	NA	NA	TPS_10361-RA	TDI_10591-RA
HOG_601	NA	NA	TCE_06561-RA	TMS_09347-RA	TCM_11095-RA	TSI_10988-RA	TPA_06426-RA	TGE_05798-RA	TPS_07156-RA	TDI_04415-RA
HOG_23102	Tbi_TRINITY_DN71299_c6_g1::Tbi_TRINITY_DN71299_c6_g1_i1::g.2640::m.2640	TTE_02476-RA	TCE_01555-RA	TMS_02906-RA	Tcm_TRINITY_DN99423_c0_g1::Tcm_TRINITY_DN99423_c0_g1_i2::g.9945::m.9945	Tsi_TRINITY_DN24003_c0_g1::Tsi_TRINITY_DN24003_c0_g1_i1::g.10035::m.10035	NA	NA	TPS_01286-RA	Tdi_TRINITY_DN29256_c0_g1::Tdi_TRINITY_DN29256_c0_g1_i1::g.22712::m.22712
HOG_1207	TBI_09790-RA	TTE_11938-RA	TCE_09038-RA	TMS_10883-RA	TCM_12764-RA	TSI_10970-RA	TPA_16484-RA	TGE_10226-RA	NA	NA
HOG_609	TBI_09150-RA	TTE_09757-RA	TCE_06793-RA	TMS_09251-RA	TCM_06867-RA	TSI_06783-RA	NA	NA	TPS_09423-RA	TDI_03273-RB
HOG_18037	TBI_00540-RA	TTE_01655-RA	TCE_03048-RA	TMS_03788-RA	NA	NA	TPA_00699-RA	TGE_03380-RA	TPS_03239-RA	TDI_02736-RA
HOG_5644	NA	NA	TCE_07673-RA	TMS_05730-RA	Tcm_TRINITY_DN100372_c0_g1::Tcm_TRINITY_DN100372_c0_g1_i3::g.9484::m.9484	Tsi_TRINITY_DN59616_c0_g1::Tsi_TRINITY_DN59616_c0_g1_i1::g.9492::m.9492	Tpa_TRINITY_DN119347_c0_g1::Tpa_TRINITY_DN119347_c0_g1_i1::g.7398::m.7398	TGE_08596-RA	Tps_TRINITY_DN88297_c0_g1::Tps_TRINITY_DN88297_c0_g1_i1::g.9825::m.9825	Tdi_TRINITY_DN30904_c0_g2::Tdi_TRINITY_DN30904_c0_g2_i2::g.9051::m.9051
HOG_6632	TBI_10197-RA	TTE_04827-RA	NA	NA	TCM_07363-RA	TSI_05328-RA	TPA_00329-RA	TGE_00408-RA	TPS_01432-RA	TDI_01341-RA
HOG_468	TBI_11414-RA	TTE_10555-RA	TCE_10756-RA	TMS_11226-RA	TCM_10035-RA	TSI_09043-RA	TPA_10909-RA	TGE_08333-RA	NA	NA
HOG_3108	Tbi_TRINITY_DN24936_c0_g1::Tbi_TRINITY_DN24936_c0_g1_i1::g.23221::m.23221	TTE_11419-RA	Tce_TRINITY_DN96246_c0_g1::Tce_TRINITY_DN96246_c0_g1_i1::g.20055::m.20055	TMS_10758-RA	Tcm_TRINITY_DN91518_c0_g1::Tcm_TRINITY_DN91518_c0_g1_i2::g.22360::m.22360	Tsi_TRINITY_DN68655_c0_g1::Tsi_TRINITY_DN68655_c0_g1_i1::g.26606::m.26606	Tpa_TRINITY_DN108876_c0_g1::Tpa_TRINITY_DN108876_c0_g1_i1::g.26037::m.26037	Tge_TRINITY_DN34444_c0_g1::Tge_TRINITY_DN34444_c0_g1_i1::g.9317::m.9317	NA	NA
HOG_22401	TBI_03658-RA	TTE_03556-RA	TCE_09504-RA	TMS_06357-RA	TCM_08190-RA	TSI_05373-RA	TPA_03054-RA	Tge_TRINITY_DN46534_c0_g3::Tge_TRINITY_DN46534_c0_g3_i3::g.4497::m.4497	NA	NA
HOG_14550	NA	NA	TCE_02526-RA	TMS_06162-RA	TCM_00661-RA	TSI_06434-RA	TPA_00768-RA	TGE_05968-RA	TPS_02304-RA	TDI_03727-RA
HOG_1111	TBI_01916-RA	TTE_02111-RA	Tce_TRINITY_DN57637_c0_g1::Tce_TRINITY_DN57637_c0_g1_i1::g.19140::m.19140	TMS_03760-RA	TCM_05021-RA	Tsi_TRINITY_DN31805_c0_g2::Tsi_TRINITY_DN31805_c0_g2_i1::g.13703::m.13703	NA	NA	TPS_03760-RA	TDI_00213-RA
HOG_1446	Tbi_TRINITY_DN69704_c3_g2::Tbi_TRINITY_DN69704_c3_g2_i2::g.11480::m.11480	TTE_05304-RA	Tce_TRINITY_DN98712_c0_g1::Tce_TRINITY_DN98712_c0_g1_i1::g.15561::m.15561	Tms_TRINITY_DN22214_c0_g1::Tms_TRINITY_DN22214_c0_g1_i1::g.21642::m.21642	Tcm_TRINITY_DN96880_c0_g1::Tcm_TRINITY_DN96880_c0_g1_i2::g.17859::m.17859	Tsi_TRINITY_DN20335_c0_g1::Tsi_TRINITY_DN20335_c0_g1_i1::g.19121::m.19121	Tpa_TRINITY_DN131524_c1_g1::Tpa_TRINITY_DN131524_c1_g1_i5::g.25606::m.25606	Tge_TRINITY_DN29386_c0_g1::Tge_TRINITY_DN29386_c0_g1_i1::g.21464::m.21464	NA	NA
HOG_12490	TBI_05018-RA	TTE_07339-RA	TCE_03526-RB	TMS_06246-RA	NA	NA	TPA_01185-RA	TGE_04978-RA	TPS_04537-RA	TDI_06331-RA
HOG_15972	TBI_03595-RA	TTE_04438-RA	NA	NA	TCM_02248-RA	TSI_01879-RA	TPA_00287-RA	TGE_01213-RA	TPS_01498-RA	TDI_00768-RA
HOG_1441	TBI_06267-RA	TTE_08336-RA	TCE_06440-RA	TMS_01565-RA	TCM_07609-RA	TSI_00198-RA	NA	NA	TPS_01216-RA	TDI_10902-RA
HOG_639	TBI_04086-RA	TTE_03525-RA	Tce_TRINITY_DN97268_c0_g1::Tce_TRINITY_DN97268_c0_g1_i4::g.21553::m.21553	Tms_TRINITY_DN31782_c0_g1::Tms_TRINITY_DN31782_c0_g1_i2::g.22599::m.22599	TCM_06498-RA	TSI_01568-RA	NA	NA	TPS_06945-RA	TDI_09412-RA
HOG_23036	TBI_05196-RA	TTE_04317-RA	NA	NA	TCM_04301-RA	TSI_09032-RA	TPA_02614-RA	TGE_07736-RA	TPS_02722-RA	TDI_02278-RA
HOG_23215	TBI_10150-RA	TTE_10044-RA	TCE_10225-RA	TMS_08903-RA	NA	NA	TPA_07083-RA	TGE_06337-RA	Tps_TRINITY_DN84698_c0_g2::Tps_TRINITY_DN84698_c0_g2_i1::g.6898::m.6898	TDI_11222-RA
HOG_23214	TBI_09705-RA	TTE_10773-RA	TCE_12296-RA	TMS_10851-RA	TCM_03712-RA	TSI_03738-RA	TPA_02642-RA	Tge_TRINITY_DN35700_c0_g1::Tge_TRINITY_DN35700_c0_g1_i2::g.18845::m.18845	NA	NA
HOG_22348	TBI_08339-RA	TTE_08401-RA	TCE_06902-RA	Tms_TRINITY_DN26876_c0_g1::Tms_TRINITY_DN26876_c0_g1_i1::g.19682::m.19682	TCM_09687-RA	TSI_10410-RA	TPA_08566-RA	TGE_10480-RA	NA	NA
HOG_22610	TBI_01034-RA	TTE_07034-RA	TCE_06987-RA	TMS_01403-RA	TCM_02032-RB	TSI_03312-RA	NA	NA	TPS_03468-RA	TDI_00114-RA
HOG_23219	NA	NA	TCE_07466-RA	TMS_05550-RA	TCM_12292-RA	TSI_11203-RA	TPA_14583-RA	TGE_09214-RA	TPS_12151-RA	TDI_04717-RA
HOG_460	TBI_03014-RA	TTE_01161-RA	TCE_03863-RA	TMS_07875-RB	TCM_03583-RA	TSI_05196-RA	TPA_16129-RA	TGE_04290-RA	NA	NA
HOG_23979	TBI_01200-RA	TTE_06256-RA	TCE_04744-RA	TMS_04371-RA	TCM_02786-RA	TSI_02200-RA	NA	NA	TPS_05591-RA	TDI_03493-RA
HOG_5732	Tbi_TRINITY_DN88760_c0_g1::Tbi_TRINITY_DN88760_c0_g1_i1::g.26812::m.26812	Tte_TRINITY_DN42513_c0_g1::Tte_TRINITY_DN42513_c0_g1_i1::g.31915::m.31915	Tce_TRINITY_DN31207_c0_g1::Tce_TRINITY_DN31207_c0_g1_i1::g.22991::m.22991	Tms_TRINITY_DN60080_c0_g1::Tms_TRINITY_DN60080_c0_g1_i1::g.32583::m.32583	Tcm_TRINITY_DN63369_c0_g1::Tcm_TRINITY_DN63369_c0_g1_i1::g.24972::m.24972	Tsi_TRINITY_DN10188_c0_g1::Tsi_TRINITY_DN10188_c0_g1_i1::g.31243::m.31243	NA	NA	Tps_TRINITY_DN30563_c0_g1::Tps_TRINITY_DN30563_c0_g1_i1::g.23523::m.23523	Tdi_TRINITY_DN41005_c0_g1::Tdi_TRINITY_DN41005_c0_g1_i1::g.27750::m.27750
HOG_487	TBI_07363-RA	TTE_11463-RA	NA	NA	TCM_14478-RA	TSI_13901-RA	TPA_16464-RA	TGE_09106-RA	TPS_15419-RA	TDI_13752-RA
HOG_486	TBI_09223-RA	TTE_08237-RA	TCE_03869-RA	TMS_08934-RA	TCM_08568-RA	TSI_07987-RA	NA	NA	TPS_07718-RA	TDI_08479-RA
HOG_19129	TBI_00994-RA	TTE_00082-RA	TCE_00589-RA	TMS_00311-RA	TCM_13780-RA	TSI_06410-RA	TPA_09504-RA	TGE_02515-RA	NA	NA
HOG_19121	TBI_00410-RA	TTE_05559-RA	TCE_12219-RA	TMS_01654-RA	TCM_02557-RA	TSI_02620-RB	NA	NA	TPS_06926-RB	TDI_01110-RA
HOG_9801	TBI_04315-RA	TTE_03888-RA	TCE_04680-RA	TMS_09564-RA	TCM_08070-RA	TSI_08818-RA	NA	NA	TPS_04499-RA	TDI_08114-RA
HOG_19127	Tbi_TRINITY_DN58742_c0_g1::Tbi_TRINITY_DN58742_c0_g1_i1::g.10428::m.10428	TTE_10907-RA	TCE_08483-RA	TMS_07810-RA	TCM_12604-RA	TSI_09564-RA	Tpa_TRINITY_DN133677_c0_g1::Tpa_TRINITY_DN133677_c0_g1_i1::g.9123::m.9123	TGE_10087-RA	NA	NA
HOG_7740	NA	NA	TCE_01503-RA	TMS_05314-RA	TCM_07250-RA	TSI_02375-RA	Tpa_TRINITY_DN104978_c0_g1::Tpa_TRINITY_DN104978_c0_g1_i1::g.22932::m.22932	Tge_TRINITY_DN40586_c0_g1::Tge_TRINITY_DN40586_c0_g1_i1::g.25210::m.25210	TPS_00520-RA	TDI_02636-RA
HOG_6522	TBI_06446-RA	TTE_02214-RA	TCE_03448-RA	TMS_04388-RA	TCM_02626-RA	TSI_03797-RA	TPA_03152-RA	TGE_07180-RB	NA	NA
HOG_18127	TBI_02399-RA	TTE_01369-RA	TCE_01031-RA	TMS_00852-RA	NA	NA	TPA_00436-RA	TGE_03806-RA	TPS_01001-RA	TDI_01828-RA
HOG_19494	TBI_09583-RA	TTE_07450-RA	TCE_08745-RA	Tms_TRINITY_DN40591_c0_g1::Tms_TRINITY_DN40591_c0_g1_i1::g.5181::m.5181	NA	NA	TPA_06135-RA	TGE_04194-RA	TPS_13810-RA	TDI_12959-RA
HOG_22501	TBI_02797-RA	TTE_02281-RA	TCE_04058-RA	TMS_02972-RA	NA	NA	Tpa_TRINITY_DN132547_c1_g1::Tpa_TRINITY_DN132547_c1_g1_i3::g.21250::m.21250	TGE_06944-RA	TPS_10331-RA	TDI_04771-RA
HOG_19499	NA	NA	TCE_05025-RA	TMS_01049-RA	TCM_02543-RA	TSI_03155-RA	TPA_03028-RA	TGE_00487-RA	TPS_06191-RA	TDI_05422-RA
HOG_23361	TBI_00927-RA	TTE_02722-RA	TCE_04418-RA	TMS_06264-RA	TCM_06196-RA	TSI_06386-RA	NA	NA	TPS_10244-RA	TDI_06592-RA
HOG_5821	TBI_10612-RA	TTE_06045-RA	TCE_11616-RA	TMS_12374-RA	TCM_09506-RA	TSI_12733-RA	NA	NA	TPS_08829-RA	Tdi_TRINITY_DN39100_c0_g1::Tdi_TRINITY_DN39100_c0_g1_i1::g.23692::m.23692
HOG_19019	NA	NA	TCE_09687-RA	TMS_08027-RB	TCM_08707-RA	TSI_08074-RA	TPA_01194-RA	TGE_05832-RA	TPS_13846-RA	TDI_08501-RA
HOG_22189	TBI_00332-RA	Tte_TRINITY_DN27252_c0_g1::Tte_TRINITY_DN27252_c0_g1_i1::g.2717::m.2717	TCE_06317-RA	TMS_01330-RA	NA	NA	TPA_04075-RA	TGE_05611-RA	TPS_04525-RA	TDI_06605-RA
HOG_22181	NA	NA	TCE_05674-RA	TMS_03587-RA	TCM_08000-RA	TSI_06932-RA	TPA_07568-RA	TGE_10426-RA	TPS_07310-RA	TDI_06874-RA
HOG_22182	Tbi_TRINITY_DN30646_c0_g1::Tbi_TRINITY_DN30646_c0_g1_i1::g.19210::m.19210	TTE_01310-RA	Tce_TRINITY_DN92777_c0_g1::Tce_TRINITY_DN92777_c0_g1_i1::g.18015::m.18015	Tms_TRINITY_DN16005_c0_g1::Tms_TRINITY_DN16005_c0_g1_i1::g.20433::m.20433	Tcm_TRINITY_DN104806_c0_g1::Tcm_TRINITY_DN104806_c0_g1_i1::g.16908::m.16908	TSI_11248-RA	NA	NA	TPS_08850-RA	TDI_09898-RA
HOG_22185	TBI_11719-RA	TTE_10350-RA	NA	NA	TCM_10486-RA	TSI_09558-RA	TPA_05914-RA	TGE_09812-RA	TPS_02386-RA	TDI_09900-RA
HOG_16778	TBI_01797-RA	TTE_02095-RA	TCE_01296-RA	TMS_01857-RA	TCM_08766-RA	TSI_06757-RA	NA	NA	TPS_07216-RA	TDI_08020-RA
HOG_19278	TBI_09623-RA	TTE_01619-RA	TCE_01430-RA	TMS_02249-RA	TCM_08060-RA	TSI_06389-RA	TPA_02691-RA	TGE_03551-RA	NA	NA
HOG_19273	NA	NA	TCE_01373-RA	TMS_02396-RA	TCM_00993-RA	TSI_02575-RA	TPA_05912-RA	TGE_04036-RA	TPS_00182-RA	TDI_00674-RA
HOG_19788	TBI_06052-RA	TTE_04417-RA	TCE_07749-RA	TMS_06505-RA	TCM_04746-RA	TSI_08111-RA	NA	NA	TPS_05858-RA	TDI_04376-RA
HOG_18882	TBI_09476-RA	TTE_09635-RA	TCE_04835-RC	TMS_04446-RA	TCM_07354-RA	TSI_07942-RB	NA	NA	TPS_07814-RB	TDI_09181-RA
HOG_22160	TBI_01535-RA	TTE_01647-RA	TCE_02431-RA	TMS_02386-RA	NA	NA	TPA_10342-RA	TGE_01467-RA	TPS_03168-RA	TDI_00906-RA
HOG_6093	Tbi_TRINITY_DN7269_c0_g1::Tbi_TRINITY_DN7269_c0_g1_i1::g.20206::m.20206	Tte_TRINITY_DN64038_c0_g1::Tte_TRINITY_DN64038_c0_g1_i1::g.22839::m.22839	Tce_TRINITY_DN50715_c0_g1::Tce_TRINITY_DN50715_c0_g1_i1::g.19370::m.19370	Tms_TRINITY_DN48002_c0_g1::Tms_TRINITY_DN48002_c0_g1_i1::g.19880::m.19880	Tcm_TRINITY_DN58997_c0_g1::Tcm_TRINITY_DN58997_c0_g1_i1::g.18224::m.18224	TSI_13854-RA	TPA_02888-RA	TGE_02938-RA	NA	NA
HOG_19780	TBI_01057-RA	Tte_TRINITY_DN28529_c0_g1::Tte_TRINITY_DN28529_c0_g1_i1::g.10069::m.10069	TCE_05358-RA	Tms_TRINITY_DN30262_c0_g2::Tms_TRINITY_DN30262_c0_g2_i1::g.4636::m.4636	Tcm_TRINITY_DN105975_c0_g5::Tcm_TRINITY_DN105975_c0_g5_i4::g.16181::m.16181	Tsi_TRINITY_DN28490_c1_g1::Tsi_TRINITY_DN28490_c1_g1_i1::g.7118::m.7118	NA	NA	Tps_TRINITY_DN93076_c0_g2::Tps_TRINITY_DN93076_c0_g2_i1::g.10751::m.10751	Tdi_TRINITY_DN26786_c0_g1::Tdi_TRINITY_DN26786_c0_g1_i1::g.12772::m.12772
HOG_23969	TBI_01166-RA	TTE_00437-RA	NA	NA	TCM_04396-RA	TSI_01056-RA	TPA_15439-RA	TGE_00750-RA	TPS_00230-RA	TDI_01676-RA
HOG_24047	TBI_12745-RA	TTE_11493-RA	TCE_12104-RA	TMS_12369-RA	Tcm_TRINITY_DN91128_c0_g1::Tcm_TRINITY_DN91128_c0_g1_i2::g.17890::m.17890	Tsi_TRINITY_DN24132_c0_g2::Tsi_TRINITY_DN24132_c0_g2_i1::g.20680::m.20680	NA	NA	Tps_TRINITY_DN90706_c1_g6::Tps_TRINITY_DN90706_c1_g6_i2::g.15411::m.15411	TDI_11560-RA
HOG_19300	TBI_07869-RA	TTE_08932-RA	TCE_01172-RA	TMS_08446-RA	NA	NA	TPA_01141-RB	TGE_06611-RA	TPS_02520-RA	TDI_08205-RA
HOG_19653	Tbi_TRINITY_DN58213_c1_g1::Tbi_TRINITY_DN58213_c1_g1_i3::g.10004::m.10004	TTE_07236-RA	NA	NA	TCM_06684-RA	TSI_09026-RA	TPA_07212-RA	TGE_10016-RA	TPS_08659-RA	TDI_09615-RA
HOG_19302	TBI_04271-RA	TTE_07645-RA	TCE_09494-RB	TMS_10553-RA	TCM_13043-RA	TSI_09624-RB	NA	NA	Tps_TRINITY_DN92464_c4_g1::Tps_TRINITY_DN92464_c4_g1_i2::g.11931::m.11931	Tdi_TRINITY_DN32027_c7_g1::Tdi_TRINITY_DN32027_c7_g1_i3::g.11425::m.11425
HOG_19657	TBI_02095-RA	TTE_02010-RA	TCE_02629-RA	TMS_00551-RA	TCM_01219-RA	TSI_00437-RA	NA	NA	TPS_00133-RA	TDI_00337-RA
HOG_16175	TBI_00758-RA	TTE_08223-RA	TCE_09499-RA	TMS_03539-RA	TCM_09988-RA	TSI_10099-RA	TPA_01170-RA	TGE_03788-RA	NA	NA
HOG_5917	Tbi_TRINITY_DN19434_c1_g1::Tbi_TRINITY_DN19434_c1_g1_i1::g.14280::m.14280	Tte_TRINITY_DN23165_c3_g1::Tte_TRINITY_DN23165_c3_g1_i1::g.27415::m.27415	Tce_TRINITY_DN74638_c0_g1::Tce_TRINITY_DN74638_c0_g1_i4::g.21503::m.21503	Tms_TRINITY_DN64685_c0_g1::Tms_TRINITY_DN64685_c0_g1_i1::g.27961::m.27961	NA	NA	Tpa_TRINITY_DN133465_c1_g1::Tpa_TRINITY_DN133465_c1_g1_i1::g.25805::m.25805	TGE_07712-RA	TPS_05512-RA	Tdi_TRINITY_DN39103_c0_g1::Tdi_TRINITY_DN39103_c0_g1_i1::g.23030::m.23030
HOG_10807	TBI_01954-RA	TTE_03092-RA	TCE_05864-RA	TMS_03782-RA	TCM_00869-RA	TSI_00418-RA	NA	NA	TPS_04529-RA	TDI_00077-RA
HOG_21669	TBI_01788-RA	TTE_01961-RA	NA	NA	TCM_02109-RA	TSI_08860-RA	TPA_03646-RA	TGE_01611-RA	TPS_00736-RA	TDI_00926-RA
HOG_17229	TBI_06160-RA	TTE_10342-RA	TCE_07034-RA	TMS_07981-RA	TCM_09796-RA	TSI_09293-RA	TPA_06700-RA	TGE_09687-RA	NA	NA
HOG_17558	TBI_08626-RA	TTE_09335-RA	TCE_09682-RA	TMS_01955-RA	TCM_06434-RA	TSI_04035-RA	NA	NA	TPS_05638-RA	TDI_05914-RA
HOG_21661	TBI_04101-RA	TTE_04121-RA	NA	NA	TCM_04751-RA	TSI_02120-RA	TPA_01289-RA	TGE_03334-RA	TPS_07547-RA	TDI_03195-RA
HOG_21663	NA	NA	TCE_10855-RA	Tms_TRINITY_DN21133_c0_g1::Tms_TRINITY_DN21133_c0_g1_i2::g.15725::m.15725	Tcm_TRINITY_DN71659_c0_g1::Tcm_TRINITY_DN71659_c0_g1_i1::g.14253::m.14253	Tsi_TRINITY_DN12680_c0_g1::Tsi_TRINITY_DN12680_c0_g1_i2::g.15838::m.15838	TPA_03439-RA	TGE_01997-RA	TPS_06013-RA	TDI_10235-RA
HOG_17551	TBI_05833-RA	TTE_05463-RA	TCE_05226-RA	TMS_06519-RA	NA	NA	TPA_02623-RA	Tge_TRINITY_DN40490_c0_g1::Tge_TRINITY_DN40490_c0_g1_i2::g.12414::m.12414	TPS_05441-RA	Tdi_TRINITY_DN2989_c0_g1::Tdi_TRINITY_DN2989_c0_g1_i1::g.11271::m.11271
HOG_17222	NA	NA	TCE_00118-RA	TMS_04636-RA	TCM_03691-RA	TSI_02292-RA	TPA_01036-RA	TGE_06103-RA	TPS_11193-RA	TDI_02947-RA
HOG_19873	TBI_03859-RA	TTE_10066-RA	TCE_07814-RA	TMS_07618-RA	TCM_10064-RA	TSI_09365-RA	NA	NA	TPS_15432-RA	TDI_10044-RA
HOG_21064	NA	NA	TCE_07854-RA	TMS_07168-RA	TCM_06715-RA	TSI_09197-RA	TPA_12754-RA	TGE_06007-RA	TPS_09295-RA	TDI_09947-RA
HOG_4555	TBI_00506-RA	Tte_TRINITY_DN57565_c0_g1::Tte_TRINITY_DN57565_c0_g1_i1::g.23785::m.23785	TCE_11045-RA	TMS_02839-RA	NA	NA	TPA_07411-RA	Tge_TRINITY_DN32159_c0_g2::Tge_TRINITY_DN32159_c0_g2_i1::g.25516::m.25516	TPS_08414-RA	TDI_10242-RB
